   TEMP	   DEWP	  SLP  	  STP  	 VISIB	  WSDP	 MXSPD	  GUST	   MAX  	  MIN  	PRCP  	SNDP 	 FRSHTT
89.1	74.2	1008.2	1006.5	4.3	5.2	9.9	999.9	98.6	75.2	0	999.9	0
85.4	73.7	9999.9	9999.9	3.9	4.2	8	999.9	100.4	77	0.28	999.9	18
88.2	73.4	9999.9	9999.9	4.1	3.4	9.9	999.9	98.6	80.6	99.99	999.9	16
83	73.7	9999.9	9999.9	3.3	2.4	9.9	999.9	98.6	73.4	0.02	999.9	18
86	75.1	9999.9	9999.9	3.8	2.2	9.9	999.9	93.2	71.6	1.61	999.9	16
84.2	75.6	9999.9	9999.9	3.9	5.4	15	999.9	91.4	78.1	0.02	999.9	16
86.2	73.6	9999.9	9999.9	4.2	6.2	14	999.9	92.1	77.4	0.16	999.9	0
86.3	71.1	9999.9	9999.9	3.9	7.1	12	999.9	89.6	79.5	0.01	999.9	16
88.3	72.2	9999.9	9999.9	3.9	6.9	14	999.9	93.2	80.1	0	999.9	16
89.5	70.8	9999.9	9999.9	3.9	7.6	14	999.9	96.8	79.3	0	999.9	0
90.1	71.1	9999.9	9999.9	4.3	4.7	12	22	100.4	81.1	0	999.9	0
89.3	71	9999.9	9999.9	4.1	5.4	15	999.9	98.6	78.8	0	999.9	0
89.2	71.8	9999.9	9999.9	4	6.4	14	999.9	98.6	79.5	0	999.9	0
89.2	74.6	9999.9	9999.9	4.6	4.9	8.9	999.9	100.4	80.6	0	999.9	0
88.5	75.1	9999.9	9999.9	4	2.5	8	999.9	98.6	81.1	0	999.9	0
84.4	74.7	9999.9	9999.9	3.8	3.1	8.9	999.9	94.6	78.8	99.99	999.9	18
87.2	75.8	9999.9	9999.9	3.7	1.9	12	999.9	95	79.9	0	999.9	16
86.8	75.8	9999.9	9999.9	3.8	2.5	9.9	999.9	93.6	80.6	0	999.9	0
86.6	75.4	9999.9	9999.9	3.7	1.9	8	999.9	93.2	78.8	0	999.9	0
85.3	75.4	9999.9	9999.9	3.9	1.8	8	999.9	93.9	77	0	999.9	0
85.3	73.2	9999.9	9999.9	3.8	2.5	8	999.9	95	77	0	999.9	0
85.2	70.8	9999.9	9999.9	3.5	1.7	9.9	999.9	95	76.5	0	999.9	0
84.4	72.6	9999.9	9999.9	3.6	1	7	999.9	95	75.2	0	999.9	0
85.4	73	9999.9	9999.9	2.7	1.7	8	999.9	95	75.2	0	999.9	0
85.3	72.9	9999.9	9999.9	3.4	2.1	8.9	999.9	95	75.6	0	999.9	0
85.2	74.6	9999.9	9999.9	3.3	1.5	7	999.9	95	75.9	0	999.9	0
85.1	73.8	9999.9	9999.9	3	1.9	7	999.9	96.8	75.2	0	999.9	0
85	73	9999.9	9999.9	3.3	2.4	8	999.9	95	75.9	0	999.9	0
84.7	71	9999.9	9999.9	3.4	1.9	7	999.9	95	73.4	0	999.9	0
83.6	68.1	9999.9	9999.9	3.5	2.9	12	999.9	95	73.4	0	999.9	0
84.6	68.2	9999.9	9999.9	3.4	2.6	8	999.9	95	75.2	0	999.9	0
84	69.2	9999.9	9999.9	3.5	3	12	999.9	93.2	75.9	0	999.9	0
84.6	71.2	9999.9	9999.9	3.4	3	8.9	999.9	93.2	75.4	99.99	999.9	18
80.9	75.6	9999.9	9999.9	2.9	1.7	9.9	999.9	87.8	75.2	0.12	999.9	18
79.2	75.6	9999.9	9999.9	2.4	0.4	5.1	999.9	86.2	74.8	0.24	999.9	18
79.4	74.2	9999.9	9999.9	3.1	2	6	999.9	89.6	73.8	1.22	999.9	22
83.6	76.2	9999.9	9999.9	2.6	2.7	9.9	999.9	91.4	72.3	0.12	999.9	0
83.9	75.3	9999.9	9999.9	3.1	3.4	11.1	999.9	91.4	77.7	0	999.9	0
82.3	75.6	9999.9	9999.9	2.4	2.9	9.9	999.9	89.6	77	0	999.9	0
81.5	74.8	1011.7	1010	2.9	4.3	12	999.9	91.4	75.2	0	999.9	16
80.4	73.6	9999.9	9999.9	3.6	3	13	999.9	89.6	75.2	0.2	999.9	16
77.6	75.7	1011	1009.2	1.9	2.9	8	999.9	87.8	73.4	0.35	999.9	18
78.1	74.4	9999.9	9999.9	2.4	2.7	9.9	999.9	84.2	72.9	4.49	999.9	18
76.7	75	9999.9	9999.9	2.3	2.4	9.9	999.9	80.6	73.8	1.69	999.9	16
75.3	74.5	9999.9	9999.9	2	3.3	12	999.9	77	72	4.13	999.9	16
77.9	76.1	9999.9	9999.9	2.4	3.1	8	999.9	83.3	73	5.24	999.9	18
78.5	76.7	9999.9	9999.9	2.4	0.2	2.9	999.9	81.3	73.8	1.77	999.9	16
78.7	75.7	9999.9	9999.9	2.3	1.4	8.9	999.9	80.6	74.8	0.51	999.9	16
81.5	77.1	9999.9	9999.9	3.1	2.4	8	999.9	87.1	73.4	1.26	999.9	0
83.5	77.1	9999.9	9999.9	3.6	3.5	8	999.9	90.7	76.1	0	999.9	0
84	77.2	9999.9	9999.9	4.4	3	8	999.9	89.6	77.4	99.99	999.9	16
79.3	76.9	9999.9	9999.9	2.1	2.5	9.9	999.9	86.9	75.2	0.01	999.9	18
75.8	74.8	9999.9	9999.9	1.7	1.6	7	999.9	78.1	74.8	2.28	999.9	18
80.2	75.2	9999.9	9999.9	3.2	2.7	6	999.9	86.9	73.6	1.46	999.9	16
82.3	76.5	9999.9	9999.9	3.6	1.4	7	999.9	88.7	74.3	0	999.9	16
79.2	76.1	9999.9	9999.9	2.8	1.1	5.1	999.9	88	75.2	0.16	999.9	18
80.4	76.2	9999.9	9999.9	2.8	2.3	7	999.9	89.2	73.8	1.89	999.9	18
81.8	77.1	9999.9	9999.9	3.6	3.4	11.1	999.9	88.9	76.8	0.02	999.9	16
80.6	76.7	9999.9	9999.9	3.6	3.3	9.9	999.9	88.7	75.6	0	999.9	0
81.4	76.2	9999.9	9999.9	4.1	4.2	9.9	999.9	89.2	76.3	0	999.9	0
81	75.9	9999.9	9999.9	3.6	3.8	11.1	999.9	88.3	76.5	0	999.9	0
81.2	76.3	9999.9	9999.9	3.9	3.7	9.9	999.9	88.5	77	0	999.9	0
80.3	75.2	9999.9	9999.9	3.1	3.1	9.9	999.9	87.8	75.2	0.01	999.9	0
79.3	71.4	9999.9	9999.9	2.9	3.4	8.9	999.9	86.7	73.4	0	999.9	0
78.8	69.2	9999.9	9999.9	3	2.9	9.9	999.9	87.3	71.6	0	999.9	0
78.2	70.8	9999.9	9999.9	3	4.9	12	999.9	86.2	72.7	0	999.9	0
77.6	69.8	9999.9	9999.9	3	6.1	13	999.9	84.9	72.9	0	999.9	0
77.5	70.5	9999.9	9999.9	2.6	5	9.9	999.9	84.7	73.4	0	999.9	16
77.4	72.8	9999.9	9999.9	2.2	4.5	9.9	999.9	84.7	72.3	0.04	999.9	18
78.2	76	9999.9	9999.9	2.1	3.3	8.9	999.9	85.1	72.9	0.59	999.9	18
76.9	75.2	1013.4	1011.6	1.9	2.6	5.1	999.9	83.5	75.2	0.83	999.9	18
76.9	73.8	9999.9	9999.9	2.4	2.9	8	999.9	86	71.6	1.34	999.9	16
77.2	69.4	9999.9	9999.9	3	3.6	9.9	999.9	86	71.6	0.01	999.9	0
76.6	69.8	9999.9	9999.9	3.5	3.4	8	999.9	84.9	70	0	999.9	0
76.8	71	9999.9	9999.9	3.5	4	8	999.9	85.1	69.8	0	999.9	0
78.6	72.3	9999.9	9999.9	3.5	4.5	12	999.9	85.3	71.4	0	999.9	0
79	70.8	9999.9	9999.9	2.8	5.3	9.9	999.9	86	71.6	0.02	999.9	0
77.7	69.1	9999.9	9999.9	2.7	6.3	14	999.9	85.6	71.4	0	999.9	0
76.8	71.4	9999.9	9999.9	2	6.9	11.1	999.9	81.9	71.1	0	999.9	16
77.4	75	9999.9	9999.9	2	6.9	18.1	999.9	84.2	73.4	0.04	999.9	16
78.8	74.6	9999.9	9999.9	2.9	6.8	13	999.9	84.4	71.1	1.22	999.9	16
78.5	74.4	9999.9	9999.9	2.8	5.2	12	999.9	84.7	73.4	0.08	999.9	16
76	74.7	9999.9	9999.9	2.2	4.8	9.9	999.9	82	72.9	0.35	999.9	16
76.6	74.4	9999.9	9999.9	2.7	3.5	8.9	999.9	83.3	73	1.38	999.9	16
73.3	70.9	9999.9	9999.9	2.2	3.5	8.9	999.9	75.2	70.7	0.16	999.9	16
78.1	73.4	9999.9	9999.9	2.5	3.5	8	999.9	83.7	71.1	0.43	999.9	16
79.3	74.4	9999.9	9999.9	2.6	5.2	11.1	999.9	85.3	74.7	0.08	999.9	0
78.8	75	9999.9	9999.9	3.2	6.4	13	999.9	85.1	73.4	0.01	999.9	16
78.2	74.3	9999.9	9999.9	2.6	6.5	12	999.9	83.7	71.1	1.61	999.9	18
77.5	73.1	9999.9	9999.9	2.8	5.3	12	999.9	84.2	73.8	0.28	999.9	0
78	71.9	9999.9	9999.9	2.9	5	11.1	999.9	83.5	74.3	0	999.9	0
77.9	70.7	9999.9	9999.9	2.9	5.1	12	999.9	84.2	71.6	0	999.9	0
76.8	69.4	9999.9	9999.9	2.9	4.1	9.9	999.9	84.4	71.1	0	999.9	0
76.2	69.2	9999.9	9999.9	3.3	4.1	12	999.9	84.2	71.6	0	999.9	0
76.4	69.1	9999.9	9999.9	3.5	3.6	9.9	999.9	84.2	69.8	0	999.9	0
76.1	69.4	9999.9	9999.9	3.2	3.2	8.9	999.9	84.2	70	0	999.9	0
76.3	70.1	9999.9	9999.9	3.1	3.9	8.9	999.9	84.7	68.9	0	999.9	32
76.5	71.2	9999.9	9999.9	2.5	3.5	9.9	999.9	85.1	70.2	0	999.9	0
76.8	70.7	9999.9	9999.9	2.9	3.2	9.9	999.9	85.6	71.6	0	999.9	0
77	71.3	9999.9	9999.9	3	3.8	9.9	999.9	85.1	70.5	0	999.9	0
77.9	71	9999.9	9999.9	2.5	4.4	8	999.9	85.1	69.8	0	999.9	0
76	67.8	9999.9	9999.9	2.4	4.3	9.9	999.9	83.3	69.8	0	999.9	0
74	67.4	9999.9	9999.9	2.4	2.8	8	999.9	83.5	68	0	999.9	0
75.1	68.2	9999.9	9999.9	2.6	2.6	8	999.9	85.1	66.2	0	999.9	0
76.8	68.8	9999.9	9999.9	2.8	4.9	12	999.9	85.6	67.6	0	999.9	0
78.9	68.9	9999.9	9999.9	2.9	6.8	12	999.9	85.1	74.1	0	999.9	0
74.2	72.2	9999.9	9999.9	1.2	4.1	8	999.9	77.4	73.4	0	999.9	16
76.1	72.6	9999.9	9999.9	2.2	5.5	9.9	999.9	84.2	72.7	0.16	999.9	0
77.9	74.3	9999.9	9999.9	2.5	3.1	8	999.9	85.3	72.5	0	999.9	0
80.4	75.2	9999.9	9999.9	3.3	4.3	9.9	999.9	88.7	75.2	0	999.9	0
80.6	74.4	9999.9	9999.9	3.6	4.7	9.9	999.9	88.5	74.7	0	999.9	0
81.3	75.2	9999.9	9999.9	3.3	4.5	8.9	999.9	89.6	75.9	0	999.9	32
80.4	74	9999.9	9999.9	4	6	9.9	999.9	87.8	75.2	0	999.9	0
78.2	69.2	9999.9	9999.9	3.5	5.4	13	999.9	86.2	71.6	0	999.9	0
77.8	69.5	9999.9	9999.9	3.3	4.4	13	999.9	86.9	71.2	0	999.9	0
78.4	71.8	9999.9	9999.9	3.5	4.1	12	999.9	87.3	71.1	0	999.9	0
78.7	71.7	9999.9	9999.9	3.4	4.2	9.9	999.9	88	71.8	0	999.9	0
77.5	71	9999.9	9999.9	2.2	3.7	12	999.9	85.6	71.6	0	999.9	0
76.9	66.6	9999.9	9999.9	3.1	4.9	13	999.9	86	68	0	999.9	32
75.4	62.4	9999.9	9999.9	3.5	5.6	15.9	999.9	85.3	68	0	999.9	0
74.8	63.6	9999.9	9999.9	3	4.6	9.9	999.9	85.1	66.2	0	999.9	0
75.3	65.6	9999.9	9999.9	3	3.9	12	999.9	84.9	66.2	99.99	999.9	16
75.7	68.3	9999.9	9999.9	2.6	3.9	9.9	999.9	85.8	67.6	0.01	999.9	16
77	68.4	9999.9	9999.9	3.5	4.7	9.9	999.9	85.6	69.4	0.01	999.9	0
78.5	70	9999.9	9999.9	3.6	5	11.1	999.9	88.2	69.8	0	999.9	0
77.1	72	9999.9	9999.9	3.2	5.3	12	999.9	85.3	71.6	0	999.9	16
77.4	70.2	9999.9	9999.9	3.3	5.5	12	999.9	86.2	69.8	0.08	999.9	0
76.9	68.6	9999.9	9999.9	3.3	4.6	12	999.9	86.5	69.8	0	999.9	0
77	67.5	9999.9	9999.9	3.2	5.3	13	999.9	87.6	68	0	999.9	0
76.1	66.9	9999.9	9999.9	3.1	4.3	12	999.9	85.8	69.6	0	999.9	0
75.5	66.8	9999.9	9999.9	2.9	4.2	11.1	999.9	84.7	68	0	999.9	32
75.6	65.8	9999.9	9999.9	3.3	5.1	14	999.9	85.8	66.2	0	999.9	0
75.5	64.8	9999.9	9999.9	3.2	4.7	9.9	999.9	86	66.2	0	999.9	0
76.2	65.4	9999.9	9999.9	3.1	4.6	11.1	999.9	86	68	0	999.9	0
76.3	66.8	9999.9	9999.9	3.2	4.5	11.1	999.9	86	67.5	0	999.9	0
76.9	69.2	9999.9	9999.9	3.2	4.4	11.1	999.9	86.4	68.5	0	999.9	0
76.5	66.9	9999.9	9999.9	3.3	3.4	9.9	999.9	86.9	69.8	0	999.9	0
75.6	64.7	9999.9	9999.9	3.2	3.8	11.1	999.9	87.8	68	0	999.9	0
76	67.8	9999.9	9999.9	3.2	3.5	9.9	999.9	86	67.1	0	999.9	0
78.8	68.7	1012.7	1010.9	3.5	4.4	11.1	999.9	87.6	69.8	0	999.9	0
78.7	71.9	1014	1012.2	3.4	4.1	9.9	999.9	88	72.7	0	999.9	0
78.6	73.3	9999.9	9999.9	2.9	4.5	12	999.9	88.3	73.4	0	999.9	16
78.2	71.3	9999.9	9999.9	3.4	4.5	9.9	999.9	87.8	71.6	0	999.9	0
78.7	72.1	9999.9	9999.9	2.9	4.1	9.9	999.9	88.7	71.1	0	999.9	0
79.9	72.2	9999.9	9999.9	3.2	4.3	9.9	999.9	88.2	73.4	0	999.9	0
79.1	71.3	9999.9	9999.9	3.4	4.3	8.9	999.9	89.2	72.1	0	999.9	0
80.6	73.4	9999.9	9999.9	3.7	5	9.9	999.9	89.4	73.4	0	999.9	0
81.4	73.2	9999.9	9999.9	3.6	4.4	9.9	999.9	90.3	75.2	0	999.9	0
79.4	72.4	9999.9	9999.9	3.7	3.9	8.9	999.9	88.2	73	0	999.9	0
80.2	72.4	9999.9	9999.9	3.5	4.9	11.1	999.9	89.8	71.8	0	999.9	0
80.5	73.2	9999.9	9999.9	3.5	5.2	9.9	999.9	90	72.7	0	999.9	0
81.3	73	9999.9	9999.9	4.1	5.7	12	999.9	90.3	73.8	0	999.9	0
82.9	73.4	1012.3	1010.5	3.7	5.2	9.9	999.9	94.5	73.8	0	999.9	0
82.8	74.5	9999.9	9999.9	3.5	6.4	13	999.9	93.9	76.5	0	999.9	0
82.9	75.4	9999.9	9999.9	3.6	6.2	12	999.9	94.1	77	0	999.9	0
82.1	73.2	9999.9	9999.9	3.8	5.5	9.9	999.9	92.1	75.2	0	999.9	0
81.2	73.2	9999.9	9999.9	3.5	5	11.1	999.9	91.8	73.4	0	999.9	0
82.5	73.4	9999.9	9999.9	3.5	4.8	9.9	999.9	96.6	73.4	0	999.9	0
82.3	70.4	9999.9	9999.9	4.3	3.7	9.9	999.9	94.1	73.8	0	999.9	0
80.9	67.3	9999.9	9999.9	3.9	4.4	9.9	999.9	95	69.8	0	999.9	0
78.8	69	9999.9	9999.9	3.6	5.4	12	999.9	90.7	68.7	0	999.9	0
80.3	70.2	9999.9	9999.9	3.5	4.9	12	999.9	92.8	69.3	0	999.9	0
82.6	72.8	9999.9	9999.9	3.8	5.9	12	999.9	95.2	72.9	0	999.9	0
83.7	77	9999.9	9999.9	3.5	7.5	14	999.9	95.7	76.6	0	999.9	0
84.3	77.1	9999.9	9999.9	3.7	5.9	12	999.9	97	78.3	0	999.9	0
82.9	74.6	9999.9	9999.9	3.7	5.2	9.9	999.9	91.9	75.2	0	999.9	0
82.9	73.2	9999.9	9999.9	3.9	5.4	9.9	999.9	92.8	74.3	0	999.9	0
82.4	74.6	9999.9	9999.9	3.9	4.5	9.9	999.9	92.1	75.2	0	999.9	0
82.1	74.3	9999.9	9999.9	4.1	4.5	9.9	999.9	91.6	75.2	0	999.9	0
82.3	73.4	9999.9	9999.9	3.5	4.6	9.9	999.9	91.6	75.2	0	999.9	0
82.3	74.7	9999.9	9999.9	2.7	4	9.9	999.9	91.8	74.8	0	999.9	0
83.3	74.6	9999.9	9999.9	3.5	4.6	13	999.9	95	75.2	0	999.9	0
85.1	73.3	9999.9	9999.9	3.7	5.9	9.9	999.9	98.1	75.2	0	999.9	0
83.9	75.8	9999.9	9999.9	3.8	4.8	11.1	999.9	93.7	77	0	999.9	0
83.5	74.8	9999.9	9999.9	3.9	4.7	12	999.9	93.7	75.2	0	999.9	0
82.1	74.5	9999.9	9999.9	3.6	4.3	12	999.9	92.7	75.2	0	999.9	0
83	73.7	9999.9	9999.9	3.4	4.9	9.9	999.9	95.2	75.2	0	999.9	0
84.3	72.5	9999.9	9999.9	3.2	4	8	999.9	96.8	75.2	0	999.9	0
84.3	72.8	9999.9	9999.9	3.2	4.1	8.9	999.9	96.8	74.7	0	999.9	0
83.9	72.8	9999.9	9999.9	3.3	4.8	12	999.9	97.2	73.4	0	999.9	32
83.8	74.9	9999.9	9999.9	3.3	6.4	13	999.9	95.4	75.2	0	999.9	32
83.6	74.9	9999.9	9999.9	3.3	5.8	13	999.9	94.5	76.3	0	999.9	0
83.9	74.3	9999.9	9999.9	3.6	5.7	13	999.9	93.6	75.2	0	999.9	0
85.5	75.2	9999.9	9999.9	3.7	6.5	14	999.9	96.4	75.2	0	999.9	0
87.2	78	9999.9	9999.9	4.2	7.7	14	999.9	97.9	78.8	0	999.9	0
86.9	76.6	9999.9	9999.9	3.7	6.6	12	999.9	97.2	80.6	0	999.9	0
87	77.6	9999.9	9999.9	3.9	7.7	14	999.9	98.4	79.5	0	999.9	0
88	76.8	9999.9	9999.9	3.7	10.3	15	999.9	98.4	81.1	0	999.9	0
88.7	78.4	9999.9	9999.9	3.8	8.8	13	999.9	99.9	82	0	999.9	0
88.4	79.2	9999.9	9999.9	3.4	7.2	12	999.9	99.9	81.9	0	999.9	0
89.1	77.4	9999.9	9999.9	3.6	8.4	13	999.9	100.9	82.4	0	999.9	0
87.9	78	9999.9	9999.9	3.4	8.3	14	999.9	97.5	82	0	999.9	0
85.2	76.4	9999.9	9999.9	4.1	5.2	11.1	999.9	97	77	0	999.9	0
87.2	77.2	9999.9	9999.9	3.7	6.1	11.1	999.9	96.3	77	0	999.9	0
87.8	77.6	1009.7	1008	4.3	4.9	12	999.9	97.7	80.8	0	999.9	0
87	77.7	1011	1009.3	4.3	4.6	8	999.9	95.7	80.2	0	999.9	0
87	78.1	1012.5	1010.8	4.3	2.9	6	999.9	96.1	80.2	0	999.9	0
88.1	77.6	1011	1009.2	4.2	8.2	15	999.9	97.2	79.9	0	999.9	0
88.3	75.1	1007.4	1005.7	4	6.2	8.9	999.9	100	79.7	0	999.9	0
88.1	77	1007.1	1005.4	4.3	5.9	11.1	999.9	100	80.1	0	999.9	0
89.4	78.1	1007.2	1005.5	4	7.4	12	999.9	101.5	81.9	0	999.9	0
87.4	80.4	1007.7	1006	4.2	8.5	14	999.9	99	82.9	0	999.9	0
88.8	78.9	9999.9	9999.9	3.8	7.7	14	999.9	98.2	82.8	0	999.9	0
87.3	80.2	9999.9	9999.9	3.7	7.7	14	999.9	95.5	82.6	0	999.9	0
87.5	77.7	9999.9	9999.9	4.1	7.3	13	999.9	97.7	82.4	0	999.9	0
88.9	78.3	9999.9	9999.9	3.8	9.4	15	999.9	96.8	80.6	0	999.9	0
88.4	78.9	9999.9	9999.9	4.2	9.1	14	999.9	99.1	81.3	0	999.9	32
89.5	78.2	9999.9	9999.9	4	9.1	15	999.9	101.1	81.9	0	999.9	0
90	80.1	9999.9	9999.9	3.8	9.4	15.9	999.9	100.4	83.7	0	999.9	0
89.3	77.5	9999.9	9999.9	3.7	8.4	14	999.9	99.5	84.2	0	999.9	0
88.5	78.4	9999.9	9999.9	4.2	8.4	14	999.9	99.9	82.4	0	999.9	0
87.4	79	9999.9	9999.9	4.6	8	14	999.9	98.2	80.6	0	999.9	0
88.2	78.2	9999.9	9999.9	3.9	7.9	14	999.9	97.9	80.6	0	999.9	0
88.7	78.2	9999.9	9999.9	3.7	7.9	15	999.9	99.5	82	0	999.9	0
88.3	79	9999.9	9999.9	4	7.6	14	999.9	98.1	81.7	0	999.9	0
88.3	79.2	9999.9	9999.9	4	7.6	14	999.9	98.6	82.4	0	999.9	0
88.5	78.3	9999.9	9999.9	4.4	7.5	13	999.9	97.5	81.9	0	999.9	0
88.3	78	9999.9	9999.9	4.3	7.5	13	999.9	97.7	81.7	0	999.9	0
86.3	77.4	9999.9	9999.9	4.1	7.3	15	999.9	97.2	77	99.99	999.9	18
82.4	75.7	9999.9	9999.9	3.5	3.5	11.1	999.9	93.6	73.9	0.39	999.9	18
86.7	77.4	9999.9	9999.9	4	5.4	12	999.9	95.4	78.4	0.12	999.9	0
87.6	78.6	9999.9	9999.9	4.3	6.2	14	999.9	96.4	80.2	0	999.9	0
88.1	79	9999.9	9999.9	4.3	7.1	13	999.9	96.8	78.8	99.99	999.9	16
86.5	75.1	9999.9	9999.9	4.1	6.4	13	999.9	98.6	78.4	0	999.9	0
89.5	80.8	9999.9	9999.9	3	7	16.9	999.9	101.1	80.6	0	999.9	0
89.2	79.8	9999.9	9999.9	3.9	7	13	999.9	98.4	82.4	0	999.9	0
89.1	79.8	9999.9	9999.9	4	7	12	999.9	99.1	82.4	0	999.9	0
88.9	78.5	9999.9	9999.9	3.9	7.9	14	999.9	99.1	82.4	0	999.9	0
90.5	78.8	9999.9	9999.9	3.9	8	12	999.9	101.8	83.5	0	999.9	0
90.2	80.1	9999.9	9999.9	3.9	9.6	13	999.9	102.7	83.7	0	999.9	0
90	79.7	9999.9	9999.9	4	9	14	999.9	100	84.2	0	999.9	0
90.3	79.9	9999.9	9999.9	3.8	8.1	14	999.9	101.8	83.8	0	999.9	0
89.7	80.3	9999.9	9999.9	4.1	8.7	15	999.9	101.1	83.7	0	999.9	0
89.6	80.1	9999.9	9999.9	3.8	7.3	12	999.9	98.4	83.5	0	999.9	0
90.1	79.3	9999.9	9999.9	4	7.3	14	999.9	102.2	83.5	0	999.9	0
90	80.7	9999.9	9999.9	3.4	7.5	13	999.9	101.1	84.2	0	999.9	0
85.6	78.4	9999.9	9999.9	2.7	6.6	13	999.9	97.5	75.2	0	999.9	18
76.7	73.7	999.8	998	1.8	11.8	18.1	999.9	78.8	72.7	3.11	999.9	16
81.5	73.2	9999.9	9999.9	3.4	10.3	16.9	23.9	88.9	72.7	2.95	999.9	0
88.3	77.6	9999.9	9999.9	3.6	8.7	14	999.9	98.2	77.4	0.01	999.9	0
88.3	78.2	9999.9	9999.9	4	8.2	13	999.9	97.7	81.3	0	999.9	0
89.9	79	9999.9	9999.9	3.6	9.2	14	999.9	102.7	82	0	999.9	0
90.5	79.3	9999.9	9999.9	4.1	8.9	14	999.9	103.6	82.8	0	999.9	0
91.4	79.6	9999.9	9999.9	4.5	9.4	14	999.9	104.4	83.5	0	999.9	0
92.4	75.9	9999.9	9999.9	4.5	8.9	14	999.9	105.4	85.5	0	999.9	0
92.3	75.2	9999.9	9999.9	4	10.1	15	22	105.6	84.2	0	999.9	0
91.3	78.6	9999.9	9999.9	4.4	8.7	12	999.9	105.6	83.7	0	999.9	0
91.9	76.4	9999.9	9999.9	4.5	7.5	12	999.9	106.5	83.1	0	999.9	0
90.4	74.7	9999.9	9999.9	4.1	8	13	999.9	102.9	82.4	0	999.9	0
89.7	74.1	9999.9	9999.9	3.8	8.3	12	999.9	104	81.9	0	999.9	0
90	75.4	9999.9	9999.9	3.9	7.1	13	999.9	101.8	82.4	0	999.9	0
90.5	76.9	9999.9	9999.9	3.9	6.7	12	999.9	101.8	83.7	0	999.9	0
92.3	78.3	9999.9	9999.9	4.4	7.6	11.1	999.9	103.6	84.9	0	999.9	0
91.7	78.2	9999.9	9999.9	4.3	8.4	15	999.9	104.2	82.4	99.99	999.9	18
88.4	75.4	9999.9	9999.9	4	7.1	11.1	999.9	102.2	78.4	0.04	999.9	18
84.4	75.1	9999.9	9999.9	3.2	8.7	15	999.9	90.7	79.2	0.79	999.9	18
86.3	75.1	9999.9	9999.9	3.9	10.3	15	999.9	93.9	80.1	0.35	999.9	0
89.4	75.2	9999.9	9999.9	3.7	6.3	15	999.9	100.4	82	0	999.9	0
81.3	78	9999.9	9999.9	2.5	4.5	12	999.9	85.3	74.5	0.08	999.9	18
83.5	78	9999.9	9999.9	2.3	3.9	11.1	999.9	89.2	77	0.08	999.9	18
79.9	77.4	9999.9	9999.9	2.5	4.2	12	999.9	82.4	76.6	0.04	999.9	16
82.7	76.8	9999.9	9999.9	3.5	5	11.1	999.9	90.7	78.1	0.12	999.9	16
86.4	76.5	9999.9	9999.9	4.8	8.3	15	999.9	95.7	77.4	0.12	999.9	0
87	76.1	9999.9	9999.9	3.8	7.7	15	999.9	96.4	80.1	0	999.9	0
88.2	75.4	9999.9	9999.9	3.9	8.8	15	999.9	99.1	79.2	0	999.9	0
85.1	78.6	9999.9	9999.9	3.4	7	12	999.9	91.4	80.2	0	999.9	16
85.7	76.3	9999.9	9999.9	3.8	7.8	15	25.1	93.2	80.6	0	999.9	0
85.2	76.6	9999.9	9999.9	4	7.6	11.1	999.9	94.6	78.1	0.01	999.9	16
86.4	76.9	9999.9	9999.9	4.4	8.4	14	999.9	98.2	79.2	0	999.9	0
87	77.4	9999.9	9999.9	4	7.3	12	999.9	99	79.7	0	999.9	0
85.5	77.6	9999.9	9999.9	3.9	6.5	13	999.9	93.4	78.8	0	999.9	2
87.5	76.5	9999.9	9999.9	3.6	8.2	12	999.9	100.8	79	0.08	999.9	18
85.1	74.8	9999.9	9999.9	4.4	8.6	12	999.9	100.8	79.9	99.99	999.9	16
86.8	72.6	9999.9	9999.9	3.8	8.2	15.9	25.1	95.4	79.2	0.43	999.9	16
86.2	75.2	9999.9	9999.9	3.7	7	15.9	22	100	80.1	0	999.9	16
85.9	75.2	9999.9	9999.9	4.2	6.9	14	999.9	99.3	78.4	0.08	999.9	18
86.2	76.4	9999.9	9999.9	4	7.9	12	999.9	97.2	73.4	1.54	999.9	18
84.1	78.1	9999.9	9999.9	3.9	6.7	9.9	999.9	93	72.9	0.43	999.9	16
87.4	77.3	9999.9	9999.9	4.2	7.1	12	999.9	97.9	78.1	0	999.9	0
87.5	77.8	9999.9	9999.9	3.8	6.6	13	999.9	96.4	80.6	99.99	999.9	18
86	73.6	9999.9	9999.9	3.7	7.5	14	999.9	91.6	80.2	0	999.9	0
87	71.3	9999.9	9999.9	4.1	7.6	13	999.9	95.7	81.3	0	999.9	0
87.8	71.9	9999.9	9999.9	4.2	8.8	15	999.9	97.3	82.4	0	999.9	0
86.6	75.1	9999.9	9999.9	3.8	6.5	13	999.9	94.6	80.1	0.04	999.9	16
84.2	77.1	9999.9	9999.9	3.4	3.9	12	999.9	99	78.8	0.63	999.9	18
83.2	76.1	9999.9	9999.9	3.3	4.6	9.9	999.9	90.5	77.7	99.99	999.9	16
83.3	76.3	9999.9	9999.9	3.6	4.9	9.9	999.9	92.5	76.6	0.04	999.9	16
80.4	78	9999.9	9999.9	3	4	8	999.9	83.8	77	0.04	999.9	16
83.1	76	9999.9	9999.9	3.7	4.7	9.9	999.9	93	77	0.08	999.9	16
